Model,Samples/Class,Total Samples,Accuracy,Balanced Accuracy,Precision,Recall,F1 Score,ROC-AUC,Specificity,True Negatives,False Positives,False Negatives,True Positives,Training Time (s),Prediction Time (s),Total Time (s)
Classical SVM,50,100,0.95,0.95,1.0,0.9,0.9473684210526315,0.9800000000000001,1.0,10,0,1,9,0.02579589991364628,0.006973300012759864,42.28126509999856
